10000 39781	96014	33937	73790	62331
99372	69687	74591	45290	10345
29544	86668	74174	75549	44356
12364	24688	36145	65728	83925
91543	79698	72518	47918	98332
66389	9337	33871	42957	75530
95519	16383	61705	20863	61713
91850	39477	91070	81897	94542
42436	43527	99192	11553	40457
6976	83620	73080	950	83019
12910	55393	6254	40282	79098
18881	390	75789	51864	30254
81832	92067	42666	92894	31085
78458	50942	22747	42540	83816
96155	51994	10376	5950	25433
59032	80137	63209	39528	76320
82906	26366	66453	64513	85306
29868	44059	76131	60187	50368
24980	40573	82645	27620	4048
30502	97773	37774	57944	47560
91618	2707	18124	90739	45257
96818	97697	6487	84989	48786
49603	764	96049	44364	99847
62713	36138	59204	82384	62085
19337	63651	3312	90849	41554
88658	43833	5509	31897	80382
13164	66192	76639	94287	41317
4143	94643	59633	31351	55085
42307	47137	26408	2951	93662
34905	40597	37897	51261	54798
37071	79307	67877	92775	94742
41068	65017	92646	30160	47823
64871	35616	71791	99281	11373
6926	34119	47187	53966	57163
26918	67202	53286	72475	77635
96047	64742	48919	73251	98144
74917	58528	75766	78943	23873
26489	81091	18434	83431	17210
8239	83169	84708	91041	43204
59071	39549	742	75277	56165
78471	64191	72754	84188	36284
73094	39539	6480	72964	53265
17386	58022	16773	17856	94753
18823	32692	81382	91811	10682
38524	87087	8806	34829	6451
90752	26757	81458	22239	92687
96352	42524	29720	70217	73926
32633	92459	40361	35720	31452
52116	88553	78096	36586	58365
60097	67414	7003	38307	7666
74123	1852	85805	1680	85834
26722	3137	59903	98744	17586
9171	51598	53591	97065	16743
66067	73358	52529	34048	10940
86144	93386	34163	89421	17309
38767	99814	56712	16054	47445
69438	42536	80297	33418	56778
45218	12318	78160	31349	3529
18742	89451	47634	46417	54501
76064	91392	68777	80815	1544
91327	41457	27556	26782	21328
12899	2010	86128	68581	87512
54302	83442	37241	66901	82271
83402	44777	53039	93916	5097
45586	56901	75958	7268	59846
90942	92926	74813	77295	49016
29982	16467	21960	10770	15973
71667	3792	36665	92736	41839
87375	14681	57943	63713	27629
68866	38821	18045	31490	94115
49085	16765	88503	2874	85286
50012	21615	56322	12018	96110
86698	93245	80969	32931	43670
68379	6440	61705	76987	3498
67098	15416	43175	80976	35205
7484	29825	29771	74742	19551
11004	74292	30017	74752	19289
76195	66369	13656	52181	7904
51412	20282	37559	18368	14203
39414	48254	97905	52770	47735
89547	59091	83293	4605	19216
92967	45905	95249	7370	7912
54269	71072	8973	67084	69781
97915	24279	82226	56094	2173
89296	50874	74904	70999	31782
31055	97694	72401	1891	94324
86530	27363	59035	23661	89855
46703	87180	28539	10039	72093
32416	62265	6799	41252	57969
60188	59083	15444	88531	81632
56378	81503	54932	57655	10273
1571	70443	36169	51990	29392
1677	14106	73586	45483	6732
54306	78279	4485	54029	69198
11721	78561	51526	3754	87909
57998	96058	99351	70963	73573
45446	29901	65888	16627	75536
33182	65400	55467	18194	19987
24457	99821	47324	57244	65670
41788	75389	99903	94661	36181
95282	74397	68339	76081	79700
50428	60382	64788	81305	49239
99089	29719	25600	44353	79082
83815	2115	99899	92041	96299
54928	88069	76199	87443	18154
63727	18480	88158	64517	14621
50184	17802	62235	21549	20859
2942	7369	27209	31359	72604
36074	34904	63589	21394	17385
78096	39605	6526	27395	45795
17103	63884	89507	31182	24909
39955	24405	80856	38454	31894
69659	89250	48465	18704	94098
45823	11790	47006	20973	97042
79846	20532	66607	66827	41647
46944	41971	39230	19233	48417
90773	82957	56726	18905	37074
12066	90352	33422	11415	54126
79003	40080	56711	9712	37035
95711	22322	27321	39489	18576
57247	14173	55088	65068	97721
35104	31606	55992	75251	83639
47712	18536	59180	2113	70481
4720	83464	26575	26960	57478
57583	15069	15204	12754	50314
39265	95235	43781	52185	30932
97437	73534	77997	15645	86130
15138	32868	53463	26031	53965
84989	82266	63091	44695	29237
4009	44313	53476	74633	42467
59049	41422	77758	13199	67579
34026	19804	3479	98932	16280
22712	8441	16624	50978	14981
77318	11383	56760	10951	15526
38882	46871	38152	40028	76421
74924	20720	41076	1293	51291
41793	24697	81477	30842	94935
476	12127	65482	65704	30463
59048	43825	94053	95022	60412
48753	59458	97173	11026	19555
23274	56943	66895	45725	59068
41348	53289	79809	22794	48131
38684	68722	7349	64895	51132
58236	96093	60260	91011	998
76539	70760	12299	58416	89885
56639	89679	92060	62454	8
720	85632	69335	96716	41865
21355	53816	12000	91677	7469
82785	63986	40308	68813	2302
90838	96481	17488	81352	9670
95990	37888	88327	3381	93221
28411	61968	48135	29605	29008
75656	74737	99247	4597	53465
15253	23571	63758	71985	17643
5772	3015	34152	54260	69094
51608	6331	59173	25111	11070
79352	47517	56943	54556	67050
85107	64653	44612	16796	10116
85178	90801	96758	13454	26065
35387	20283	96065	64887	36839
87678	47698	6031	18152	42996
7047	53815	3599	16840	24593
10296	55104	97235	11197	78714
43123	14768	51957	46932	93229
57370	16309	21085	77573	81033
19402	20156	22790	80501	8087
91383	1828	77544	19437	38233
11689	90896	17865	71910	66603
48287	25205	34586	34303	14961
41494	85706	35857	2645	90216
6270	76995	78391	62090	74366
77454	75132	14745	48897	82332
5998	29460	86799	98287	86537
72099	53293	74390	45628	37298
81640	51883	66047	17220	87331
27729	52286	81895	34159	8944
35268	53111	59447	77694	69658
90593	78844	23328	87504	96059
50011	69219	47614	91371	6269
76544	24974	74496	6109	56606
35667	38939	80305	14475	97991
61883	35621	7224	99465	60318
20691	66299	91037	61075	51074
31822	76391	94057	2408	50284
95569	99302	10980	15940	69165
16769	59404	68550	65423	67465
82912	67014	83357	10245	58117
1319	38825	18966	72141	90173
44340	98954	79206	73757	1122
57775	87632	77329	6255	74303
94138	87884	75571	36783	76034
27082	60786	79975	48585	11868
36882	20687	29903	70692	44547
37775	54185	58566	34333	83721
30276	37071	83297	66102	89569
12342	44159	40238	60869	42215
25949	49657	12333	94876	2865
21408	23406	61921	4646	69194
56904	56718	1275	94654	44409
68690	53729	70946	18855	54453
56596	57525	92543	64433	61633
44517	74572	78096	96628	24231
89696	16133	33832	70850	2048
49796	40691	43567	31490	67179
87423	68178	97091	32931	82440
46617	26269	83360	94828	59749
73350	59660	45678	35428	53205
16781	72754	44925	6913	69514
46553	87096	37157	56675	168
55291	46283	44358	21870	20567
61341	68053	92488	13047	44554
31513	89485	10229	58793	89878
44804	40724	68002	47026	81373
88503	98704	17566	75199	51418
47465	77808	63914	40059	85995
82887	14263	24329	17745	86760
10096	95492	334	14911	40291
15591	88454	82712	56614	241
93703	82284	23851	8193	87022
41945	83126	18829	16433	60934
6396	47349	67978	37548	28164
74486	90092	42481	38509	80025
69404	68072	29787	66379	75452
85449	16925	5771	90113	61926
33611	1212	16665	61378	1026
47699	37872	3397	36526	52580
18878	54668	60415	91618	74654
72692	95043	26677	77989	49565
4269	28343	23906	90829	62023
22949	40436	57339	55253	46159
87097	61748	80165	10451	52350
72136	69312	22278	41693	2044
55564	7009	25216	10195	99106
61189	74687	33571	39252	22879
17898	89318	93917	90650	34370
64737	72710	31235	77729	33342
21001	63882	35910	53570	93418
22465	74173	82594	53912	47147
52161	5450	24492	60553	83111
5357	67671	4032	48916	49753
57523	58454	15827	24759	39355
74858	31348	91416	15425	39897
14410	5037	34234	56052	50467
48885	75243	82858	12435	61618
16242	53662	26037	50348	78992
84524	3013	46128	60501	43418
52156	86370	83225	98359	98252
48463	45256	10447	36590	93028
15835	18610	53750	34491	95261
85305	86565	29112	20952	24970
24934	29774	72950	97624	27910
21872	58017	37760	93045	22626
22623	11053	49787	20693	19759
26211	80429	51305	67477	61654
77176	78834	14554	73788	77125
80610	5122	61288	13206	97416
55041	75292	22537	19315	61184
27317	94829	14450	10875	98679
70346	86192	22352	72361	94637
47341	63280	91262	68156	62333
7585	3528	84854	25059	1367
84122	56754	86692	31095	83554
19853	45987	85538	25755	98511
35899	56843	83391	4735	28975
74817	44802	15413	46488	84683
90268	61664	51162	90914	85906
10690	29694	88957	70282	29181
14779	34733	586	84080	75174
63980	82484	20624	96495	49111
18172	69472	36504	1548	87101
68431	62483	9951	89763	93989
18128	69070	77215	52320	69333
71196	99373	5829	23798	47511
74790	41594	30923	4757	28712
98654	65154	74491	64011	20970
7627	60299	98278	19992	57890
88134	71757	4853	33485	86133
94587	36385	20652	39442	3975
43293	28330	38757	79074	52847
81330	14187	23870	19587	78899
1980	74833	13636	42963	41689
15196	62347	45035	4054	66175
5003	76464	73796	64077	35157
22733	39579	56909	17120	5559
84300	27126	6321	195	45269
53224	89303	99837	53220	74277
44909	7675	33558	95190	60631
56103	43875	50336	70588	22652
57468	56645	29742	95009	31903
96254	46332	66359	21817	74066
47746	57517	60477	59752	13497
90327	57832	85725	65428	67083
72659	35952	89070	65581	80807
16160	44484	14421	15298	59262
63438	58528	32732	93822	28009
15306	56627	46011	52287	25067
44369	95462	78415	89782	56113
68356	56304	49198	72102	42739
44477	24515	35134	74203	50143
50114	28630	38990	81117	53936
52098	27240	3846	36123	22819
23287	19779	49880	37505	3826
82160	75381	42287	63155	26113
84393	58433	26652	26420	56577
57007	35781	46954	30969	31938
11124	83440	57722	41110	96739
90622	45989	56049	85705	36213
97984	32807	87409	2417	38836
59822	72193	94111	35906	62687
75762	58332	29386	75222	44307
74645	37412	46642	44823	61918
61290	71179	44819	27903	8278
89045	33510	13540	84337	15494
26732	39324	23649	77027	47017
35781	58332	38954	92665	98670
93613	21638	40140	42875	57578
67952	81616	29035	57732	10916
94771	21981	84376	48146	20063
41949	62365	93832	65374	92298
19184	51959	97510	24021	83250
22213	13720	51483	68828	18747
36141	40290	73320	16090	6976
23446	1531	45617	62657	49902
84357	55687	66694	24776	98434
96438	78041	90387	94873	75034
47932	81691	32566	2487	11697
18300	17067	49865	63820	70339
68411	4449	96490	83790	40745
67436	13882	42956	24760	22923
98588	59430	82969	88400	11403
38257	85140	62606	84998	77832
11222	43126	39114	23534	87344
58183	26330	13470	94787	15158
82659	82305	48065	52229	18653
57851	10312	47625	70839	82303
47996	96673	28082	50925	85547
21171	11979	93004	83592	47580
64767	1086	64310	1446	97073
52837	13600	4408	37380	89406
43929	41471	14279	54062	7258
18098	57042	27485	13360	24339
93828	36566	70385	10988	51313
23282	61450	82538	76620	88944
32724	67984	73113	6847	17502
74917	28756	25747	98885	90854
53876	32505	27917	38763	34818
53194	5542	48285	14155	92916
62727	70925	34718	19062	42155
12717	40368	33543	79448	6506
88689	49373	66853	23487	52254
86078	13670	95190	4749	62849
21295	1164	16597	10808	79170
2458	33582	86933	53620	57075
52405	96681	93777	48936	44842
9059	8549	50306	46551	39991
66354	58955	2559	16700	13310
47559	14886	24661	89817	32271
42689	34822	70721	58036	11846
